fiscal_year,fiscal_period,department,division,merchant,category_description,transaction_date,amount
2024,12,DEPT OF NATRL RES AND ENV CONT,Fish and Wildlife,LOWES #02537*,Home Supply Warehouse Stores,2024-06-24,122.96
2024,12,DEPT OF NATRL RES AND ENV CONT,Fish and Wildlife,GOVX,Miscellaneous And Specialty Retail Stores,2024-06-24,161.93
2024,12,DEPT OF NATRL RES AND ENV CONT,Fish and Wildlife,TRACTOR SUPPLY #2122,Misc-Auto-Aircraft-Farm Equip Not Elsewhere Class,2024-06-24,87.96
2024,12,DEPT OF NATRL RES AND ENV CONT,Fish and Wildlife,SPURS MARINE MANUFACTU,Industrial Supplies Not Elsewhere Classified,2024-06-26,991.0
2024,12,DEPT OF NATRL RES AND ENV CONT,Fish and Wildlife,SPRAYER DEPOT,Hardware Stores,2024-06-25,304.45
2024,12,DEPT OF NATRL RES AND ENV CONT,Fish and Wildlife,FISHERMANS WHARF,Boat Leases And Boat Rentals,2024-06-24,66.95
2024,12,DEPT OF NATRL RES AND ENV CONT,Fish and Wildlife,AIRGARAGE PARKING,Automobile Parking Lots And Garages,2024-06-24,3.49
2024,12,DEPT OF NATRL RES AND ENV CONT,Fish and Wildlife,AIRGARAGE PARKING,Automobile Parking Lots And Garages,2024-06-24,3.49
2024,12,DEPT OF NATRL RES AND ENV CONT,Fish and Wildlife,MR TIRE 1209 00012096,Automotive Service Shops,2024-06-26,333.93
2024,12,DEPT OF NATRL RES AND ENV CONT,Fish and Wildlife,MORGAN REPTILE REPLICAS,Miscellaneous And Specialty Retail Stores,2024-06-25,279.09
2024,12,DEPT OF NATRL RES AND ENV CONT,Fish and Wildlife,AMZN MKTP US*RG7F27IZ1,Book Stores,2024-06-25,174.99
2024,12,DEPT OF NATRL RES AND ENV CONT,Fish and Wildlife,LOWES #02537*,Home Supply Warehouse Stores,2024-06-25,19.94
2024,12,DEPT OF NATRL RES AND ENV CONT,Fish and Wildlife,LOWES #02537*,Home Supply Warehouse Stores,2024-06-25,-108.98
2024,12,DEPT OF NATRL RES AND ENV CONT,Fish and Wildlife,SP BENTLEY SEEDS,Misc Food Store-Convenience Mrkt Splty Vendng Macs,2024-06-25,884.04
2024,12,DEPT OF NATRL RES AND ENV CONT,Fish and Wildlife,WM SUPERCENTER #1736,Grocery Stores Supermarkets,2024-06-25,2.24
2024,12,DEPT OF NATRL RES AND ENV CONT,Fish and Wildlife,SMYRNA COMMUNITY HARDWA,Hardware Stores,2024-06-25,29.97
2024,12,DEPT OF NATRL RES AND ENV CONT,Fish and Wildlife,AMAZON.COM*RG4KW52E1,Book Stores,2024-06-24,691.88
2024,12,DEPT OF NATRL RES AND ENV CONT,Fish and Wildlife,LOWES #02795*,Home Supply Warehouse Stores,2024-06-24,125.2
2024,12,DEPT OF NATRL RES AND ENV CONT,Fish and Wildlife,ROYAL FARMS #121,Fuel Dispenser Automated,2024-06-25,35.42
2024,12,DEPT OF NATRL RES AND ENV CONT,Fish and Wildlife,TRACTOR-SUPPLY-CO #0615,Misc-Auto-Aircraft-Farm Equip Not Elsewhere Class,2024-06-24,26.57
2024,12,DEPT OF NATRL RES AND ENV CONT,Fish and Wildlife,PARKS MARINA FUEL,Government Services-Not Elsewhere Classified,2024-06-24,252.67
2024,12,DEPT OF NATRL RES AND ENV CONT,Fish and Wildlife,LONG RANGE LLC,Media- BooksMoviesMusic,2024-06-24,388.7
2024,12,DEPT OF NATRL RES AND ENV CONT,Fish and Wildlife,SP HANCOCKSEED.COM,Lawn And Garden Supply Stores,2024-06-24,264.57
2024,12,DEPT OF NATRL RES AND ENV CONT,Fish and Wildlife,DOLLAR TREE,Variety Stores,2024-06-24,13.75
2024,12,DEPT OF NATRL RES AND ENV CONT,Fish and Wildlife,HOBBY-LOBBY #944,Game Toy And Hobby Shops,2024-06-24,9.96
2024,12,DEPT OF NATRL RES AND ENV CONT,Fish and Wildlife,DELAWARE STATE FAIR PREM,Recreation Services Not Elsewhere Classified,2024-06-25,300.0
2024,12,DEPT OF NATRL RES AND ENV CONT,Fish and Wildlife,PARKS MARINA FUEL,Government Services-Not Elsewhere Classified,2024-06-24,263.45
2024,12,DEPT OF NATRL RES AND ENV CONT,Fish and Wildlife,HORIZON SERVICES INC - H,Heating Plumbing Air Conditioning Contractors,2024-06-25,373.0
2024,12,DEPT OF NATRL RES AND ENV CONT,Fish and Wildlife,FORESTRY SUPPLIERS INC,Durable Goods Not Elsewhere Classified,2024-06-26,51.5
2024,12,DEPT OF NATRL RES AND ENV CONT,Watershed Stewardship,TST* SKINNYFATS - HP,Eating Places Restaurants,2024-06-25,19.0
2024,12,DEPT OF NATRL RES AND ENV CONT,Watershed Stewardship,SQ *ROCKWELL ICE CREAM SA,Fast Food Restaurants,2024-06-24,11.64
2024,12,DEPT OF NATRL RES AND ENV CONT,Watershed Stewardship,PF CHANGS #6000 OLO,Eating Places Restaurants,2024-06-24,18.49
2024,12,DEPT OF NATRL RES AND ENV CONT,Watershed Stewardship,HYATT REG SALT LAKE F And B,Eating Places Restaurants,2024-06-24,28.56
2024,12,DEPT OF NATRL RES AND ENV CONT,Watershed Stewardship,TST* J WONGS ASIAN BISTR,Eating Places Restaurants,2024-06-24,25.75
2024,12,DEPT OF NATRL RES AND ENV CONT,Watershed Stewardship,CHICK-FIL-A #03121,Fast Food Restaurants,2024-06-25,26.8
2024,12,DEPT OF NATRL RES AND ENV CONT,Watershed Stewardship,PY *JOHNNY ROCKETS 599,Fast Food Restaurants,2024-06-25,19.83
2024,12,DEPT OF NATRL RES AND ENV CONT,Watershed Stewardship,SALT PALACE CONV CENTE,Eating Places Restaurants,2024-06-24,15.0
2024,12,DEPT OF NATRL RES AND ENV CONT,Watershed Stewardship,SALT PALACE CONV CENTE,Eating Places Restaurants,2024-06-26,12.0
2024,12,DEPT OF NATRL RES AND ENV CONT,Air Quality,GRAINGER,Industrial Supplies Not Elsewhere Classified,2024-06-25,43.88
2024,12,DEPT OF NATRL RES AND ENV CONT,Air Quality,WAWA 862,Service Stations With Or Without Ancillary Service,2024-06-24,9.0
2024,12,DEPT OF NATRL RES AND ENV CONT,Air Quality,CHICK-FIL-A #00467,Fast Food Restaurants,2024-06-25,16.19
2024,12,DEPT OF NATRL RES AND ENV CONT,Air Quality,WAWA 862,Service Stations With Or Without Ancillary Service,2024-06-26,11.67
2024,12,DEPT OF NATRL RES AND ENV CONT,Air Quality,ACME 0813,Grocery Stores Supermarkets,2024-06-24,12.0
2024,12,DEPT OF NATRL RES AND ENV CONT,Air Quality,MISSION BBQ WILMINGTON CO,Eating Places Restaurants,2024-06-25,16.59
2024,12,DEPT OF NATRL RES AND ENV CONT,Air Quality,EASTERN SHORE COFFEE And WA,Miscellaneous And Specialty Retail Stores,2024-06-24,60.1
2024,12,DEPT OF NATRL RES AND ENV CONT,Air Quality,MISSION BBQ WILMINGTON CO,Eating Places Restaurants,2024-06-24,16.59
2024,12,DEPT OF NATRL RES AND ENV CONT,Air Quality,COURTYARD WILMINGTON B,Lodging,2024-06-25,25.9
2024,12,DEPT OF NATRL RES AND ENV CONT,Air Quality,COURTYARD WILMINGTON B,Lodging,2024-06-24,15.5
2024,12,DEPT OF NATRL RES AND ENV CONT,Air Quality,CHIPOTLE 3425,Fast Food Restaurants,2024-06-26,13.0
2024,12,DEPT OF NATRL RES AND ENV CONT,Air Quality,LINDE GAS And EQUIPMENT INC,Welding Repair,2024-06-24,139.5
2024,12,DEPT OF NATRL RES AND ENV CONT,Air Quality,WAWA 862,Service Stations With Or Without Ancillary Service,2024-06-25,10.78
2024,12,DEPT OF NATRL RES AND ENV CONT,Water,EBOARDSOLUTIONS.COM,Computer Software Stores,2024-06-26,4250.0
2024,12,DEPT OF NATRL RES AND ENV CONT,Water,THE HOME DEPOT #1608,Home Supply Warehouse Stores,2024-06-25,48.29
2024,12,DEPT OF NATRL RES AND ENV CONT,Water,STEEL And METAL SERVICE,Hardware Equipment And Supplies,2024-06-25,44.34
2024,12,DEPT OF NATRL RES AND ENV CONT,Water,PC SUPPLIES,Electronic Repair Shops,2024-06-24,23.5
2024,12,DEPT OF NATRL RES AND ENV CONT,Water,GAS GENERATOR SOLUTIONS,Miscellaneous Repair Shops And Related Services,2024-06-26,1132.25
2024,12,DEPT OF NATRL RES AND ENV CONT,Water,FSP*IHMM,Organizations Membership-Not Elsewhere Classified,2024-06-26,170.0
2024,12,DEPT OF NATRL RES AND ENV CONT,Waste and Hazardous Substances,GRAINGER,Industrial Supplies Not Elsewhere Classified,2024-06-26,32.28
2024,12,DEPT OF NATRL RES AND ENV CONT,Waste and Hazardous Substances,SENOR POLLO,Fast Food Restaurants,2024-06-25,12.41
2024,12,DEPT OF NATRL RES AND ENV CONT,Waste and Hazardous Substances,DE ENG ASSOCIATION,Employment Agencies Temporary Help Services,2024-06-26,50.0
2024,12,DEPT OF NATRL RES AND ENV CONT,Waste and Hazardous Substances,SEVEN BROTHERS SALT LA,Eating Places Restaurants,2024-06-27,17.13
2024,12,DEPT OF NATRL RES AND ENV CONT,Waste and Hazardous Substances,TOASTERS,Eating Places Restaurants,2024-06-25,16.31
2024,12,DEPT OF NATRL RES AND ENV CONT,Waste and Hazardous Substances,TOASTERS,Eating Places Restaurants,2024-06-24,15.23
2024,12,DEPT OF NATRL RES AND ENV CONT,Waste and Hazardous Substances,SIMPLEINOUT.COM,Computer Software Stores,2024-06-26,777.59
2024,12,DEPT OF NATRL RES AND ENV CONT,Waste and Hazardous Substances,GRAINGER,Industrial Supplies Not Elsewhere Classified,2024-06-25,670.45
2024,12,DEPT OF NATRL RES AND ENV CONT,Waste and Hazardous Substances,MAILCHIMP,Large Digital Goods Merchant,2024-06-24,20.0
2024,12,DEPT OF NATRL RES AND ENV CONT,Waste and Hazardous Substances,ANC* NEWSPAPERS.COM,Media- BooksMoviesMusic,2024-06-24,74.9
2024,12,DEPT OF NATRL RES AND ENV CONT,Waste and Hazardous Substances,AMAZON MKTPL*RC2GJ7HR0,Book Stores,2024-06-26,26.99
2024,12,DEPT OF NATRL RES AND ENV CONT,Waste and Hazardous Substances,JP EFILE And 19 CIVIL,Government Services-Not Elsewhere Classified,2024-06-26,1.25
2024,12,DEPT OF NATRL RES AND ENV CONT,Waste and Hazardous Substances,BAYSHORE FORD TRUCK PARTS,Auto Truck Dlrs-Sales Svc Reprs Prts Leasing,2024-06-25,210.26
2024,12,DEPT OF NATRL RES AND ENV CONT,Waste and Hazardous Substances,PAYPAL *NEWCASTLECO,Government Services-Not Elsewhere Classified,2024-06-25,7.0
2024,12,DEPT OF NATRL RES AND ENV CONT,Waste and Hazardous Substances,STAPLS0219295386000001,Stationery-Office Supplies-Printing Writing Pap,2024-06-26,37.99
2024,12,DEPT OF NATRL RES AND ENV CONT,Climate Coastal and Energy,BURKE EQUIPMENT COMPANY,Misc-Auto-Aircraft-Farm Equip Not Elsewhere Class,2024-06-24,44.64
2024,12,DEPT OF SAFETY AND HOMELAND,Administration,AMERICAN AIR0014437359716,Airline,2024-06-26,35.0
2024,12,DEPT OF SAFETY AND HOMELAND,Communication,STATE JANITORIAL SUPPLY,Industrial Supplies Not Elsewhere Classified,2024-06-24,56.0
2024,12,DEPT OF SAFETY AND HOMELAND,Communication,CDW GOVT #RX71770,Computers Computer Peripheral Equipment Software,2024-06-24,43.35
2024,12,DEPT OF SAFETY AND HOMELAND,Communication,LOWES #02537*,Home Supply Warehouse Stores,2024-06-25,21.38
2024,12,DEPT OF SAFETY AND HOMELAND,Dema,NATIONAL EMERGENCY TRAIN,Fast Food Restaurants,2024-06-25,249.31
2024,12,DEPT OF SAFETY AND HOMELAND,Dema,GDIT FAA 34CCLWX,Government Services-Not Elsewhere Classified,2024-06-26,15.0
2024,12,DEPT OF SAFETY AND HOMELAND,Dema,MERCATO KINGSTON,Eating Places Restaurants,2024-06-26,10.61
2024,12,DEPT OF SAFETY AND HOMELAND,Dema,AMAZON MKTPL*RC6QR7V00,Book Stores,2024-06-25,32.97
2024,12,DEPT OF SAFETY AND HOMELAND,Dema,AMAZON MKTPL*RG2C37YN1,Book Stores,2024-06-25,12.99
2024,12,DEPT OF SAFETY AND HOMELAND,Dema,AT And T *0550536556001,Telecom Incl Prepaid-Recurring Phone Svcs,2024-06-24,40.45
2024,12,DEPT OF SAFETY AND HOMELAND,Dema,VERIZON BILL PAYMENT,Telecom Incl Prepaid-Recurring Phone Svcs,2024-06-24,35.23
2024,12,DEPT OF SAFETY AND HOMELAND,Develop Disabilities Council,AMTRAK TELEP1776511018370,Travel,2024-06-25,95.4
2024,12,DEPT OF SAFETY AND HOMELAND,Division of Forensic Science,FIRST ADVANTAGE SMALL BU,Business Services-Not Elsewhere Classified,2024-06-26,86.19
2024,12,DEPT OF SAFETY AND HOMELAND,Div Of Alcohol And Tobac Enf,ENTERPRISE RENT-A-CAR,Car Rental,2024-06-25,1394.32
2024,12,DEPT OF SAFETY AND HOMELAND,Office of the Marijuana Commis,COL PRKNG GOV CNTR Q07,Automobile Parking Lots And Garages,2024-06-24,8.5
2024,12,DEPT OF SAFETY AND HOMELAND,Office of the Marijuana Commis,COL PRKNG GOV CNTR Q07,Automobile Parking Lots And Garages,2024-06-25,8.5
2024,12,DEPT OF SAFETY AND HOMELAND,State Police-Executive,DELMAR DELI,Eating Places Restaurants,2024-06-24,16.66
2024,12,DEPT OF SAFETY AND HOMELAND,State Police-Executive,SO PT CORONADO CAFE,Eating Places Restaurants,2024-06-24,12.3
2024,12,DEPT OF SAFETY AND HOMELAND,State Police-Executive,F H EVERETT AND ASSOCIATE,Health Practitioners Medical Srvcs-Not Elsewhere,2024-06-24,140.0
2024,12,DEPT OF SAFETY AND HOMELAND,State Police-Executive,DELMAR DELI,Eating Places Restaurants,2024-06-25,38.71
2024,12,DEPT OF SAFETY AND HOMELAND,State Police-Executive,STATE OF MIND COUNSELING,Health Practitioners Medical Srvcs-Not Elsewhere,2024-06-25,40.0
2024,12,DEPT OF SAFETY AND HOMELAND,State Police-Executive,BWY*FBINAA NATL OFFICE,Organizations Charitable And Social Services,2024-06-24,325.0
2024,12,DEPT OF SAFETY AND HOMELAND,State Police-Executive,MILFORD CHEVY OFFICE,Auto Truck Dlrs-Sales Svc Reprs Prts Leasing,2024-06-24,6381.15
2024,12,DEPT OF SAFETY AND HOMELAND,State Police-Executive,IDENTOGO - DE FINGE,Government Services-Not Elsewhere Classified,2024-06-26,21.0
2024,12,DEPT OF SAFETY AND HOMELAND,State Police-Executive,EFX INFO SERVICES LLC,Consumer Credit Reporting Agencies,2024-06-25,341.69
2024,12,DEPT OF SAFETY AND HOMELAND,State Police-Executive,IDENTOGO - DE FINGE,Government Services-Not Elsewhere Classified,2024-06-25,21.0
2024,12,DEPT OF SAFETY AND HOMELAND,State Police-Executive,VORTEX OPTICS,Sporting Goods Stores,2024-06-26,3272.85
2024,12,DEPT OF SAFETY AND HOMELAND,State Police-Executive,DELMAR DELI,Eating Places Restaurants,2024-06-25,15.39
2024,12,DEPT OF SAFETY AND HOMELAND,State Police-Executive,SO PT KATES KORNER,Eating Places Restaurants,2024-06-24,6.18
2024,12,DEPT OF SAFETY AND HOMELAND,Patrol,PELICAN PRODUCTS INC,Nondurable Goods Not Elsewhere Classified,2024-06-26,762.94
2024,12,DEPT OF SAFETY AND HOMELAND,Patrol,IN *MEBRO INC DBA SERVPRO,General Contractors-Residential Buildings,2024-06-24,600.0
2024,12,DEPT OF SAFETY AND HOMELAND,Criminal Investigation,COL PRKNG JSTCE CTR Q08,Womens Ready To Wear Stores,2024-06-25,11.0
2024,12,DEPT OF SAFETY AND HOMELAND,Aviation,AMERICAN AIR0012153151588,Airline,2024-06-24,307.96
2024,12,DEPT OF SAFETY AND HOMELAND,Aviation,AMERICAN AIR0010654246803,Airline,2024-06-24,27.77
2024,12,DEPT OF SAFETY AND HOMELAND,Aviation,AMERICAN AIR0010654246802,Airline,2024-06-24,26.35
2024,12,DEPT OF SAFETY AND HOMELAND,Aviation,AMERICAN AIR0010654246801,Airline,2024-06-24,27.77
2024,12,DEPT OF SAFETY AND HOMELAND,Aviation,AMERICAN AIR0012153151590,Airline,2024-06-24,307.96
2024,12,DEPT OF SAFETY AND HOMELAND,Aviation,AMERICAN AIR0012153151589,Airline,2024-06-24,307.96
2024,12,DEPT OF SAFETY AND HOMELAND,State Police Traffic,REDNERS MKTS #58,Grocery Stores Supermarkets,2024-06-25,145.21
2024,12,DEPT OF SAFETY AND HOMELAND,St Bureau Of Identification,HARBOR FREIGHT TOOLS 315,Hardware Stores,2024-06-26,23.99
2024,12,DEPT OF SAFETY AND HOMELAND,St Bureau Of Identification,BADGER ORDNANCE,Sporting Goods Stores,2024-06-24,1290.0
2024,12,DEPT OF SAFETY AND HOMELAND,St Bureau Of Identification,AMERICAN AI 0010651168845,Airline,2024-06-25,-99.17
2024,12,DEPT OF SAFETY AND HOMELAND,St Bureau Of Identification,THOMSON WEST*TCD,Professional Services-Not Elsewhere Classified,2024-06-24,1051.35
2024,12,DEPT OF SAFETY AND HOMELAND,St Bureau Of Identification,VORTEX OPTICS,Sporting Goods Stores,2024-06-26,2879.98
2024,12,DEPT OF SAFETY AND HOMELAND,State Police Transportation,ULINE *SHIP SUPPLIES,Direct Marketing-Catalog Merchants,2024-06-25,567.26
2024,12,DEPT OF SAFETY AND HOMELAND,State Police Transportation,SJU CAREER DEVELOPMENT,Colleges Univ Pro Schools Junior Colleges,2024-06-26,50.0
2024,12,DEPT OF TRANSPORTATION,Finance,STAPLS0219309676000001,Stationery-Office Supplies-Printing Writing Pap,2024-06-26,443.72
2024,12,DEPT OF TRANSPORTATION,Finance,GRAINGER,Industrial Supplies Not Elsewhere Classified,2024-06-26,159.28
2024,12,DEPT OF TRANSPORTATION,Finance,GRAINGER,Industrial Supplies Not Elsewhere Classified,2024-06-25,3162.06
2024,12,DEPT OF TRANSPORTATION,Finance,GRAINGER,Industrial Supplies Not Elsewhere Classified,2024-06-25,163.06
2024,12,DEPT OF TRANSPORTATION,Technology and Innovation,CDW GOVT #RZ30889,Computers Computer Peripheral Equipment Software,2024-06-25,51.16
2024,12,DEPT OF TRANSPORTATION,Technology and Innovation,CASELLA,Utlts-Elctrc Gas Heating Oil Sanitary Water,2024-06-26,544.89
2024,12,DEPT OF TRANSPORTATION,Maintenance Districts,GRAINGER,Industrial Supplies Not Elsewhere Classified,2024-06-24,462.96
2024,12,DEPT OF TRANSPORTATION,Maintenance Districts,IN *HOOPES FIRE PREVENTIO,Professional Services-Not Elsewhere Classified,2024-06-24,325.0
2024,12,DEPT OF TRANSPORTATION,Maintenance Districts,FASTENAL COMPANY 01MN019,Industrial Supplies Not Elsewhere Classified,2024-06-24,10.0
2024,12,DEPT OF TRANSPORTATION,Maintenance Districts,DE ENG ASSO,Employment Agencies Temporary Help Services,2024-06-24,50.0
2024,12,DEPT OF TRANSPORTATION,Maintenance Districts,FLEETPRIDE INC.,Automotive Parts Accessories Stores,2024-06-24,426.4
2024,12,DEPT OF TRANSPORTATION,Maintenance Districts,BURKE EQUIPMENT COMPANY,Misc-Auto-Aircraft-Farm Equip Not Elsewhere Class,2024-06-24,74.97
2024,12,DEPT OF TRANSPORTATION,Maintenance Districts,LINDE GAS And EQUIPMENT INC,Welding Repair,2024-06-25,428.69
2024,12,DEPT OF TRANSPORTATION,Maintenance Districts,FASTENAL COMPANY 01MDELK,Industrial Supplies Not Elsewhere Classified,2024-06-24,2346.6
2024,12,DEPT OF TRANSPORTATION,Maintenance Districts,STATE JANITORIAL SUPPLY,Industrial Supplies Not Elsewhere Classified,2024-06-24,1243.0
2024,12,DEPT OF TRANSPORTATION,Maintenance Districts,WB MASON CO,Stationery-Office Supplies-Printing Writing Pap,2024-06-25,28.0
2024,12,DEPT OF TRANSPORTATION,Maintenance Districts,MOMAR INCORPORATED,Chemicals-Allied Products Not Elsewhere Classified,2024-06-25,604.39
2024,12,DEPT OF TRANSPORTATION,Maintenance Districts,CINTAS CORP,Business Services-Not Elsewhere Classified,2024-06-25,15.8
2024,12,DEPT OF TRANSPORTATION,Maintenance Districts,FASTENAL COMPANY 01DEDOV,Industrial Supplies Not Elsewhere Classified,2024-06-25,1382.78
2024,12,DEPT OF TRANSPORTATION,Maintenance Districts,DE PROFESSIONAL REG WEB,Government Services-Not Elsewhere Classified,2024-06-24,197.0
2024,12,DEPT OF TRANSPORTATION,Maintenance Districts,MSC,Industrial Supplies Not Elsewhere Classified,2024-06-25,3885.64
2024,12,DEPT OF TRANSPORTATION,Maintenance Districts,DELAWARE ELECTRIC COOP,Utlts-Elctrc Gas Heating Oil Sanitary Water,2024-06-26,30.8
2024,12,DEPT OF TRANSPORTATION,Maintenance Districts,MY ENERGY ACCOUNT,Utlts-Elctrc Gas Heating Oil Sanitary Water,2024-06-26,7853.5
2024,12,DEPT OF TRANSPORTATION,Maintenance Districts,MY ENERGY ACCOUNT,Utlts-Elctrc Gas Heating Oil Sanitary Water,2024-06-26,1363.5
2024,12,DEPT OF TRANSPORTATION,Maintenance Districts,FERGUSON ENT,Plumbing And Heating Equipment,2024-06-26,235.0
2024,12,DEPT OF TRANSPORTATION,Maintenance Districts,UNITED ELECTRIC DAGSBOR,Electrical Parts And Equipment,2024-06-25,714.4
2024,12,DEPT OF TRANSPORTATION,Maintenance Districts,BARR INTERNATIONAL,Automotive Service Shops,2024-06-24,414.73
2024,12,DEPT OF TRANSPORTATION,Maintenance Districts,CINTAS CORP,Business Services-Not Elsewhere Classified,2024-06-25,6.24
2024,12,DEPT OF TRANSPORTATION,Maintenance Districts,MOMAR INCORPORATED,Chemicals-Allied Products Not Elsewhere Classified,2024-06-25,345.59
2024,12,DEPT OF TRANSPORTATION,Maintenance Districts,MOMAR INCORPORATED,Chemicals-Allied Products Not Elsewhere Classified,2024-06-25,715.92
2024,12,DEPT OF TRANSPORTATION,Maintenance Districts,FOX RUN AUTOMOTIVE,Automotive Service Shops,2024-06-25,4005.72
2024,12,DEPT OF TRANSPORTATION,Maintenance Districts,THE HOME DEPOT #6843,Home Supply Warehouse Stores,2024-06-25,33.93
2024,12,DEPT OF TRANSPORTATION,Maintenance Districts,FISHER AUTO PARTS 230,Automotive Parts Accessories Stores,2024-06-26,228.13
2024,12,DEPT OF TRANSPORTATION,Maintenance Districts,FISHER AUTO PARTS 230,Automotive Parts Accessories Stores,2024-06-26,911.76
2024,12,DEPT OF TRANSPORTATION,Maintenance Districts,LOWES #01571*,Home Supply Warehouse Stores,2024-06-26,10.01
2024,12,DEPT OF TRANSPORTATION,Maintenance Districts,STATE JANITORIAL SUPPLY,Industrial Supplies Not Elsewhere Classified,2024-06-24,150.0
2024,12,DEPT OF TRANSPORTATION,Maintenance Districts,SHORE DISTRIBUTORS,Plumbing And Heating Equipment,2024-06-24,76.08
2024,12,DEPT OF TRANSPORTATION,Maintenance Districts,FERGUSON ENT,Plumbing And Heating Equipment,2024-06-26,128.03
2024,12,DEPT OF TRANSPORTATION,Maintenance Districts,PORTER SAND AND GRAVEL IN,Construction Materials Not Elsewhere Classified,2024-06-26,104.0
2024,12,DEPT OF TRANSPORTATION,Maintenance Districts,LINDE GAS And EQUIPMENT INC,Welding Repair,2024-06-24,174.69
2024,12,DEPT OF TRANSPORTATION,Maintenance Districts,DELAWARE ELEVATOR SVC,Electrical Parts And Equipment,2024-06-25,255.0
2024,12,DEPT OF TRANSPORTATION,Maintenance Districts,GRAVES UNIFORMS LLC,Mens-Womens-Childrens Uniforms-Commercial Cloth,2024-06-25,1111.24
2024,12,DEPT OF TRANSPORTATION,Maintenance Districts,GRAINGER,Industrial Supplies Not Elsewhere Classified,2024-06-24,42.78
2024,12,DEPT OF TRANSPORTATION,Maintenance Districts,NEWARK CDJR PARTS,Auto Truck Dlrs-Sales Svc Reprs Prts Leasing,2024-06-25,56.21
2024,12,DEPT OF TRANSPORTATION,Maintenance Districts,DIAMOND STATE TIRE,Automotive Service Shops,2024-06-24,1221.66
2024,12,DEPT OF TRANSPORTATION,Maintenance Districts,BARR INTERNATIONAL,Automotive Service Shops,2024-06-24,230.92
2024,12,DEPT OF TRANSPORTATION,Maintenance Districts,MY ENERGY ACCOUNT,Utlts-Elctrc Gas Heating Oil Sanitary Water,2024-06-26,8719.01
2024,12,DEPT OF TRANSPORTATION,Maintenance Districts,ALAMO INDUSTRIAL,Durable Goods Not Elsewhere Classified,2024-06-26,438.68
2024,12,DEPT OF TRANSPORTATION,Maintenance Districts,MY ENERGY ACCOUNT,Utlts-Elctrc Gas Heating Oil Sanitary Water,2024-06-26,7251.4
2024,12,DEPT OF TRANSPORTATION,ENGINEERING SUPPORT,JACK STACK BBQ - FREIGHT,Eating Places Restaurants,2024-06-24,41.0
2024,12,DEPT OF TRANSPORTATION,ENGINEERING SUPPORT,REMLINE,Business Services-Not Elsewhere Classified,2024-06-25,383.26
2024,12,DEPT OF TRANSPORTATION,ENGINEERING SUPPORT,DE ENG ASSO,Employment Agencies Temporary Help Services,2024-06-24,50.0
2024,12,DEPT OF TRANSPORTATION,ENGINEERING SUPPORT,AMAZON MKTPL*RC0VX53H0,Book Stores,2024-06-24,374.47
2024,12,DEPT OF TRANSPORTATION,ENGINEERING SUPPORT,IN *GREGG And SONS MECHANIC,Other Services Not Elsewhere Classified,2024-06-24,615.86
2024,12,DEPT OF TRANSPORTATION,ENGINEERING SUPPORT,SQ *ROCHESTER BREWING AND,Fast Food Restaurants,2024-06-24,8.42
2024,12,DEPT OF TRANSPORTATION,ENGINEERING SUPPORT,DE ENG ASSOCIATION,Employment Agencies Temporary Help Services,2024-06-24,50.0
2024,12,DEPT OF TRANSPORTATION,ENGINEERING SUPPORT,AMAZON.COM*RG1P32QS1,Book Stores,2024-06-24,7.26
2024,12,DEPT OF TRANSPORTATION,ENGINEERING SUPPORT,DE ENG ASSO,Employment Agencies Temporary Help Services,2024-06-25,50.0
2024,12,DEPT OF TRANSPORTATION,ENGINEERING SUPPORT,AMAZON MKTPL*RC3EX6F32,Book Stores,2024-06-26,22.74
2024,12,DEPT OF TRANSPORTATION,ENGINEERING SUPPORT,MINSKY'S CITY MARKET,Eating Places Restaurants,2024-06-26,35.14
2024,12,DEPT OF TRANSPORTATION,ENGINEERING SUPPORT,DE ENG ASSO,Employment Agencies Temporary Help Services,2024-06-26,50.0
2024,12,DEPT OF TRANSPORTATION,ENGINEERING SUPPORT,REMLINE,Business Services-Not Elsewhere Classified,2024-06-24,483.2
2024,12,DEPT OF TRANSPORTATION,ENGINEERING SUPPORT,JACK STACK BBQ - FREIGHT,Eating Places Restaurants,2024-06-24,38.41
2024,12,DEPT OF TRANSPORTATION,ENGINEERING SUPPORT,SQ *ROCHESTER BREWING AND,Fast Food Restaurants,2024-06-24,10.62
2024,12,DEPT OF TRANSPORTATION,ENGINEERING SUPPORT,DELTA AIR 0062246882765,Airline,2024-06-26,838.96
2024,12,DEPT OF TRANSPORTATION,ENGINEERING SUPPORT,DE ENG ASSO,Employment Agencies Temporary Help Services,2024-06-26,50.0
2024,12,DEPT OF TRANSPORTATION,ENGINEERING SUPPORT,DE ENG ASSO,Employment Agencies Temporary Help Services,2024-06-24,50.0
2024,12,DEPT OF TRANSPORTATION,ENGINEERING SUPPORT,AT And T PAYMENT,Telecom Incl Prepaid-Recurring Phone Svcs,2024-06-24,40.25
2024,12,DEPT OF TRANSPORTATION,ENGINEERING SUPPORT,TST* UNFORKED CROWN CENTE,Eating Places Restaurants,2024-06-24,26.7
2024,12,DEPT OF TRANSPORTATION,ENGINEERING SUPPORT,MINSKY'S CITY MARKET,Eating Places Restaurants,2024-06-26,30.87
2024,12,DEPT OF TRANSPORTATION,Traffic,GRAINGER,Industrial Supplies Not Elsewhere Classified,2024-06-26,2075.92
